title	start	end	name	year
The Early American China Trade: A Maritime History of Its Establishment, 1783–1815	1783	1815	James Snyder	1939
The Chilean-American Controversy of 1891–92	1891	1892	Harold Lindsell	1942
The Union League of America: Political Activities in Tennessee, the Carolinas, and Virginia, 1865–70	1865	1870	Susie Owens	1943
Internationalism in American Thought, 1919–29	1919	1929	Lyman Burbank	1950
Newark, New Jersey, 1870–1910: Chapters in the Evolution of an American Metropolis	1870	1910	Samuel Popper	1952
The Growth of the American City, 1830–60: Economic Foundations of Urban Growth in the Pre-Civil War Period	1830	1860	Elliott Rosen	1954
United States and Korea Relations, 1945–50	1945	1950	Arnold Johnson	1954
American Methodism and Imperialism (1865–1900)	1865	1900	Kenneth MacKenzie	1957
The United States and the Russo Finnish War of 1939–40	1939	1940	Robert Sobel	1957
The Italian Immigrant in Urban America, 1880–1920, as Reported in the Contemporary Periodical Press	1880	1920	Salvatore Mondello	1960
American Opinion concerning the Spanish American Wars of Independence, 1808–24	1808	1824	Bruce Solnick	1960
Stabilization and Reconstruction in Austria: Schober and Seipel, 1921-1922	1921	1922	Gerald Kleinfeld	1961
The British Traveler and the American City, 1850-1860	1850	1860	Ivan Steen	1962
The American Banking Community and New Deal Banking Reform, 1933-1935	1933	1935	Helen Burns	1965
American Organized Labor and the First World War, 1917-1918: A History of Labor Problems and the Development of a Government War Labor Program	1917	1918	Leonard Krivy	1965
The Politics of Rescue: A Study of American Diplomacy and Politics Related to the Rescue of Refugees, 1938-1944	1938	1944	Henry Feingold	1966
News Broadcasting in the United States, 1920-1941	1920	1941	Murray Katzman	1968
Edwin V. Morgan and BrazilianAmerican Diplomatic Relations, 1912-1933	1912	1933	Lewis House	1969
Washington Irving as United States Minister to Spain: The Revolution of 1843	1843	1843	Lilli Yanow	1969
The Latin American Policy of William Jennings Bryan, 1913-1915	1913	1915	Edward Kaplan	1970
United States Attempts at Regional Security and the Extension of the Good Neighbor Policy in Latin America, 1945-1952	1945	1952	Stephen Spector	1970
Brazil in the 1870s as Seen by American Diplomats	1870	1870	Norman Strauss	1971
A Thousand Deadlines: The New York City Press and American Neutrality, 1914-1917	1914	1917	Kevin O'Keefe	1971
The Presbyterian Church in the United States of America and the Development of Sociology, 1870-1930	1870	1930	William Travis	1972
The Municipal Bath Movement in the United States, 1890-1915	1890	1915	Marilyn Williams	1972
The Response to the American City (1885-1915) as Reflected in Writings Dealing with the City in Scholarly and Professional Serial Publications	1885	1915	Howard Weiner	1972
David Parish: A European in American Finance 1806-1816	1806	1816	Herbert Lasky	1972
The Image of the American City in Popular Literature, 1840-1870	1840	1870	Adrienne Siegel	1973
American Labor and the Conservative Republicans 1946-1948: A Study in Economic and Political Conflict	1946	1948	George Roukis	1973
Professors and Imperialism: A Study of the American Academic Community in the Great Debate, 1898-1902	1898	1902	Gary Marotta	1973
Before Darwin: Religion and Science as Presented in American Magazines, 1830-1860	1830	1860	John McElligott	1973
The United States and Sun YatSen, 1911-1925	1911	1925	Michael Metallo	1974
Vision and Judgment: The American Critics of the Zionist Movement, 1917-1941	1917	1941	Stuart Knee	1974
The New York Irish: Their View of American Foreign Policy, 1914-1921	1914	1921	John Buckley	1974
American Interest in the War of the Triple Alliance, 1865-1870	1865	1870	Robert Hersch	1974
Financial Diplomacy: The United States and Mexico, 1919-1933	1919	1933	Stephen Bodayla	1975
Zion's Corner: Origins of the American Protestant Missionary Movement in China, 1827-1839	1827	1839	Murray Rubinstein	1976
Ideological Anti-Semitism in America, 1877-1927	1877	1927	Michael Dobkowski	1976
British, American and Soviet Political Aims and Military Strategies 1941-1945: A Study in the Beginnings of the 'Cold War'	1941	1945	Alan Levine	1977
American Catholic Missions and Communist China, 1945-1953	1945	1953	Virginia Unsworth	1977
'The American Century': The History of an Idea, 1941-1971	1941	1971	Donald White	1979
The Great 'Red Menace': US Prosecution of American Communists, 1947-1951	1947	1951	Peter Steinberg	1979
'I'll Never Touch Another Drop': Images of Alcoholism and Temperance in American Popular Culture, 1874-1919	1874	1919	Joan Silverman	1979
The Ideology of Americanization in Puerto Rico 1898-1909; Conquest and Disestablishment	1898	1909	Peter Gannon	1979
The Role of China in American Military Strategy from Pearl Harbor to the Fall of 1944	1944	1944	Michael Kublin	1981
Nineteenth-Century Honduras: A Regional Approach to the Economic History of Central America, 1839-1914	1839	1914	Jose Guevara-Escudero	1983
American Intellectuals and the Vietnam War, 1954-1985	1954	1985	Robert Tomes	1988
Bibles, Benevolence, and Emerging Bureaucracy: The Persistence of the American Bible Society 1816-1890	1816	1890	Peter Wosh	1988
In Uncle Sam's Service: American Women Workers with the American Expeditionary Force, 1917-19	1917	1919	Susan Zeiger	1990
Thomas McCants Stewart and the Talented Tenth in Black America, 1880-1923	1880	1923	Robert Swan	1990
'Down the Halls and into the Streets': Movement and Community in an American University Town, 1954-55	1954	1955	Bret Eynon	1993
Pioneers, Prophets, and Pragmatists: American Images of Israel, 1948-1960	1948	1960	Michelle Mart	1993
American Scientists at War: The Scientific Elite and the State, 1930-60	1930	1960	Patrick McGrath	1996
Building the New South City: African American and White Clubwomen in Atlanta, 1895-1930	1895	1930	Sarah Judson	1997
A Complex Interregnum: Anglo-American Relations, 1950-56	1950	1956	Charles Coutinho	1998
A Sovereign State of Every Village: City, State, and Nation in Independence-Era Central America, 1760-1850	1760	1850	Jordana Dym	2000
Planting More Than Trees: The Civilian Conservation Corps and the Roots of the American Environmental Movement, 1929-42	1929	1942	Cornelius Maher	2001
Perpetrators, Bystanders, and Victims: Jewish Intellectuals and Nazi Concentration Camps in American Culture, 1945-90	1945	1990	Kirsten Fermaglich	2001
Caught in Crossfire: Marcus Foster and America's Urban Education Crisis, 1941-73	1941	1973	John Spencer	2002
Porgy and Bess and the American Racial Imaginary 1925-85	1925	1985	Mary Ellen Noonan	2002
Forging Trinidad, Facing America: Colonial Trinidad and the U.S. Occupation, 1937-47	1937	1947	Harvey Neptune	2002
Yankee's Kingdom: The Imagined Community of Vermonters and the American Struggle with Modernity, 1865-1915	1865	1915	Paul Searls	2002
Making Money, Creating Confidence: Counterfeiting and Capitalism in the United States, 1789-1877	1789	1877	Stephen Mihm	2003
A Jewish Season: Ethnic American Culture at Children's Summer Camp, 1918-41	1918	1941	Nancy Mykoff	2003
Fordtown: Managing Race and Nation in the American Empire, 1925-45	1925	1945	Elizabeth Esch	2004
Let the American Flag Wave in the Aegean: America Responds to the Greek War of Independence, 1821-24	1821	1824	Charles Booth	2005
'Vox Populi': Popularization and Americanization of Opera in America, 1931-66	1931	1966	Rona  Wilk	2006
Americans in the U.S. South and Mexico: A Transnational History of Race, Slavery, and Freedom 1810-1910	1810	1910	Sarah Cornell	2008
Alchemy in Eden: Entrepreneurialism, Branding, and Food Marketing in the United States, 1880-1920	1880	1920	Terri Lonier	2010
'Growing Up with the Country': African American Migrants in Indian Territory, 1870-1920	1870	1920	Kendra Field	2010
Sunni Islam in the African American Experience: The Dialectic and Dialogic of Race, Ethnicity, and Islamicity--Mapping and Decoding the Mosque of Islamic Brotherhood, 1964-2001	1964	2001	Amir Al-Islam	2010
From Slave to Litigant: African Americans in Court in the Postwar South, 1865-1920	1865	1920	Melissa Milewski	2011
Geographies of Armed Protest: Transitional Cold War, Latin America Internationalism, and the New Left in the Southern Cone, 1966-76	1966	1976	Alberto Marchesi	2013
The Reconstruction of the Republican Party in the West, 1865–70	1865	1870	LaVerne Bowersox	1931
Tariff Relations between the United States and Canada, 1878–1900.	1878	1900	William Overman	1931
A Half Century of American Historiography, 1884–1934	1884	1934	Ivy Neds	1936
Slave Insurrections in the United States, 1800–65	1800	1865	Joseph Carroll	1937
The Ohio Press and American Neutrality, 1914–17.	1914	1917	Robert Hilliard	1938
American Interests in the Caribbean Islands, 1783–1850.	1783	1850	Kenneth Bunce	1938
The Administration of justice in North Carolina during Reconstruction, 1865–76.	1865	1876	Kenneth St. Clair	1939
The American Struggle for a Preeminent Position in Mexico, 1822–76,	1822	1876	Paul Adams	1950
American Policy in Guatemala, 1839–1900.	1839	1900	Warren Beek	1954
The United States and the Congo Question, 1884–1914	1884	1914	Paul MeStallworth	1954
The Progressives and American Foreign Policy, 1898–1917: An Analysis of the Attitudes of the Leaders of the Progressive Movement toward External Affairs	1898	1917	Robert Seager	1956
The Attitude of American Intel lectuals toward the Labor Movement, 1890–1900	1890	1900	John Shover	1957
Soldiering in the South during the Reconstruction Period, 1865–77	1865	1877	Harry Pfanz	1958
Changing Attitudes of the American Federation of Labor toward Business and Government, 1929–33	1929	1933	Milton Farber	1959
American Attitudes toward Germany, 1918–32	1918	1932	Klaus Schoenthal	1959
The Northern Military Mind in Regard to Reconstruction, 1865–72: The Attitudes of Ten Leading Union Generals	1865	1872	William Ulrich	1959
Sir Guy Carleton as a Military Leader during the American Invasion and Repulse in Canada, 1775–76	1775	1776	Perry LeRoy	1960
Prelude to the Air Age: Civil Aviation in the United States, 1919-1929	1919	1929	Roger Bilstein	1965
Image-Makers of Japan: A Case Study in the Impact of the American Protestant Foreign Missionary Movement, 1859-1905	1859	1905	Masaya Yamamoto	1967
From Chattel to Cha lenger: The Changing Image of the America Woman, 1828-1848	1828	1848	Glenda Riley	1967
Conservatism in American Thought, 1930-1950	1930	1950	Ronald Lora	1967
Official United States Policy toward Jewish Refugees, 1938-1945	1938	1945	Saul Friedman	1969
Anglo-American Efforts in Prison Reform, 1850-1900: The Work of Thomas Barwick Lloyd Baker	1850	1900	John Resch	1969
The Work of the American Youth Commission, 1935-1942	1935	1942	Bruce Flack	1969
American Intellectual Attitudes toward Mexico, 1908-1940	1908	1940	Donald Zelman	1969
Attitudes and Policies toward Juvenile Delinquency in the United States, 1825-1935	1825	1935	Robert Mennel	1969
Sino-American Confrontation, 1949-58: A Case of Mutual Deterrence	1949	1958	Shuguang Zhang	1989
The Dragon, the Lion, and the Eagle: Chinese-British-American Relations during the Cold War, 1949-1958	1949	1958	Qiang Zhai	1991
Argument and Accord: Anglo-American Policies toward China, 1948-72	1948	1972	V. Scott Kaufman	1998
Parallel Agendas: The Ngo Diem Regime, the United States, and the Strategic Hamlet Program, 1961-63	1961	1963	Philip Catton	1998
A Question of Self-Esteem: The United States and the Cold War Choices in France and Italy, 1944-58	1944	1958	Alessandro Brogi	1998
The United States and the Caribbean Legion: Democracy, Dictatorship, and the Origins of the Cold War in Latin America, 1945-50	1945	1950	Richard Clinton	2001
The View from Afar: Russian Perceptions of the United States, 1776-2001	1776	2001	Jason George	2003
None So Consistently Right: The American Legion's Cold War, 1945-60	1945	1960	Morten Bach	2007
Democratizing Women: American Women and the Occupation of Japan, 1945-50	1945	1950	Jeanne Gleich-Anthony	2007
Paraguay as Symbol: The United States and Alfredo Stroessner, 1954-89	1954	1989	Kirk Tyvela	2008
Wielding the Human Rights Weapon: The United States, the Soviet Union, and Private Citizens, 1975-89	1975	1989	Christian Peterson	2009
A History of the Postal Savings System in America, 1910-1970	1910	1970	Donald Schewe	1971
McKinley Politics and the Changing Attitudes toward American Labor, 1870-1900	1870	1900	John Waksmundski	1972
The United States and the Panama Canal, 1938-1947: Policy Formulation and Implementation from Munich through the Early Years of the Cold War	1938	1947	John Cooley	1972
The Struggle for Stability: American Policy toward France, 1921-1933	1921	1933	Melvyn Leffler	1972
'Treason Must Be Made Odious': Military Occupation and Wartime Reconstruction in Nashville, Tennessee, 1862-1865	1862	1865	Peter Maslowski	1972
Pragmatic Idealism: Ideological Tension in the American Newspaper Polemics, 1764-1776	1764	1776	Keith Newlon	1972
Ohio's War upon the Bank of the United States: 1817-1824	1817	1824	John Aiello	1972
The Eagle and the Crescent: American Interests in the Ottoman Empire, 1861-1870	1861	1870	Jean Braden	1973
John Porter Brown, Father of Turkish-American Relations, an Ohioan at the Sublime Porte, 1832-1872	1832	1872	Cary Conn	1973
Interventionist Propaganda and Pressure Groups in the United States, 1937-1941	1937	1941	Jane Schwar	1973
Health Services of the United States Children's Bureau, 1935-1953	1935	1953	James Conrad	1974
The Rebels and the Ancients: The Use of the Ancient Classics in American Polemical Literature, 1763-1776	1763	1776	Edmund Hunt	1974
