title	start	end	name	year
Federal/Provincial Disputes, Natural Resources, and the Treaty #3 Ojibway, 1867-1924	1867	1924	Stephen Cottam	1995
Conflict and Culture in Irish-Newfoundland Roman Catholicism, 1829-1850	1829	1850	John Fitzgerald	1997
Lionel Groulx, les minorités françaises et la construction de l'identité canadienne-française. Étude d'histoire intellectuelle	0	0	Michel  Bock	2002
General Ambrose E. Burnside's 1862 North Carolina Campaign	1862	1862	Richard Sauers	1987
The Business of Selling Efficiency: Harrington Emerson and the Emerson Efficiency Engineers, 1900-1930	1900	1930	James Quigel	1992
The Navy of James IV of Scotland	0	0	Darlene Hall	1998
Man and Beast in the Ancient Greek World: Animal Husbandry and Elite Status	0	0	Timothy Howe	2000
Athletes, Heroes, and the Quest for Immortality in Ancient Greece	0	0	David Lund	2010
Territorial Self-Fashioning: 'Place-Making' in Late 19th- and Early 20th-Century Colonial India	0	0	Aryendra Chakravartty	2013
Nominating Conventions in Pennsylvania	0	0	Joseph Walton	1896
The Office of an English Bishop in the 14th Century	0	0	Edith Lyle	1903
The Arts Course at Medieval Universities with Especial Reference to Grammar and Rhetoric	0	0	Louis Paetow	1906
The Mobilization of the Republican Party, 1854–56.	1854	1856	Andrew Crandall	1928
The British Coal Miners and the Government, 1840–60	1840	1860	Walter Slifer	1931
The French Company of the Indies in the Days of Dupleix: Its Organization and Administration for Trade with India.	0	0	Wilbert Dalgliesh	1931
Internal Improvements in Tennessee.	0	0	Stanley Folmsbee	1932
The Growth of Anti-Papalism in Fifteenth Century Scotland	0	0	William Reid	1941
Rip Van Winkle: Political Evolution in North Carolina, 1815–35	1815	1835	Daniel McFarland	1954
Land Policy and Specula tion in Pennsylvania, 1779–1800.	1779	1800	Norman Wilkinson	1958
The Negotiations for a Triple Alliance of France, Austria, and Italy, 1869-70	1869	1870	Douglas Houston	1959
Alexander and the Romans	0	0	Jill Nadell	1959
Cicero and the Age of Marius	0	0	Kenneth Matthews	1961
Toward the Threshok John Foster Dulles, 1888-1939	1888	1939	Ronald Pruessen	1968
The British View of India 1750 to 1785	1750	1785	Frank Van Aalst	1970
Political Power in Jacksonian America: An Exercise in Analytical History	0	0	Gerald Ginsburg	1977
The Persuasive Institution: Thomas Story Kirkbride and the Art of Asylum-Keeping, 1841-1883	1841	1883	Nancy Tomes	1978
The Virginia Doctrines, the Commonwealth and the Republic: The Role of Fundamental Principles in Virginia Politics, 1798-1833	1798	1833	Kathryn Malone	1981
Law and Local Society in Late Imperial China: Tan-shut Subprefecture and Hsiu-chu County, Taiwan, 1840-95	1840	1895	Mark Allee	1988
Excluding the Japanese: The Politics of Diplomacy, 1908-1924	1908	1924	George Barnett	1992
Public Parks in Urban Britain, 1870-1920: Creating a New Public Culture	1870	1920	Nan Dreher	1993
Forging a New Order: Slavery, Free Labor, and Sectional Differentiation in the Mid-Atlantic Charcoal Iron Industry, 1715-1840	1715	1840	John Bezis-Selfa	1995
The People of the Standing Stone: The Oneida Indian Nation from Revolution through Removal, 1765-1840	1765	1840	Karim Tiro	1999
Immigrants on the Front Line: Korean Military Brides in America, 1950-96	1950	1996	Ji-Yeon Yuh	1999
Negotiating Authority in New Spain: Blacks, Mulattos, and Religious Practice in the 17th Century	0	0	Joan Bristol	2001
The Legacy of Conservative Reform: Making the First Public Housing in Philadelphia, 1890-1940	1890	1940	Jinbin Park	2002
Conflicting Diasporas, Shifting Centers: Migration and Identity in a Transnational Polish Jewish Community, 1878-1952	1878	1952	Rebecca Kobrin	2002
Engineering the Metropolis: The Sellers Family and Industrial Philadelphia	0	0	Domenic Vitiello	2004
Policing Saint Domingue: Violence, Race, and Honor in an Old Regime Colony	0	0	Eugene Ogle	2004
Declarations of Dependence: Popular Politics in North Carolina from Reconstruction to the New Deal	0	0	Gregory  Downs	2006
The Ethical Aspect of Economic Doctrine: The Social Thought of John A. Ryan and the Making of American Catholic Liberalism, 1900-40	1900	1940	Zachary Calo	2007
Imperial Hybrids: Russian-Jewish Converts in the 19th Century	0	0	Ellie Schainker	2010
Mind, Body, and the Moral Imagination in the 18th-Century British Atlantic World	0	0	Yaroslav Prykhodko	2011
The Public Career of Lady Astor	0	0	Phyllis Ayers	1958
The Black American Soldier in World War I	0	0	Arthur Barbeau	1970
Araki Sadao, Japanese Army Factionalism, and the Soviet Union	0	0	Jacob Kovalio	1981
For Nation and Gain: Economy, Ethnicity, and Politics in the Czech Borderlands, 1945-48	1945	1948	David Gerlach	2007
Jordanes, the Origin and Deeds of the Goths, in English Version	0	0	Charles Mierow	1908
The Northern Confederacy According to the Plans of the Essex Junto, 1796-1814	1796	1814	Charles Brown	1913
Arthur Pue Gorman: Practical Politician	0	0	John Lambert	1947
William Paterson, Councellor at Law	0	0	Richard Haskett	1952
The National Civic Feder ation: American Business in an Age of Social Change and Social Reform, 1900–10	1900	1910	Gordon Jensen	1956
From Election to Consecration: Studies on the Constitutional Status of an Electus in the High Middle Ages (Vol. I and II)	0	0	Robert Benson	1957
Spanish Protestant Refugees in Western Europe during the Second Part of the Sixteenth Century	0	0	Paul Hauben	1963
John Adams and American Foreign Affairs, 1775-1780	1775	1780	John Little	1966
Evaporation and Repulsion: A Study of English Corpuscular Philosophy from Newton to Franklin	0	0	Arthur Quinn	1970
Robert Rantoul, Jr, 1805-1852: Politics and Reform in Antebellum Massachusetts	1805	1852	Robert Bulkley	1971
The Spanish Army, 1868-1898: Structure, Function and Politics	1868	1898	Daniel Headrick	1971
The Girondists and the 'Propaganda War' of 1792: A Re-evaluation of French Revolutionary Foreign Policy from 1791 to 1793	1791	1793	Frank Kidner	1971
Decision for War: The Domestic Political Context of French Diplomacy, 1911-1914	1911	1914	Geoffrey Chapman	1971
The Concept of Christian Militancy in the First Decade of the German Reformation	0	0	Douglas Overmyer	1972
City Planning in Russia: The Development of Odessa, 1789-1892	1789	1892	Frederick Skinner	1973
Crisis in the Paris Parlement: The Grand Chambriers, 1774-1789	1774	1789	Bailey Stone	1973
Nördlingen, 1580-1700: Society, Government, and the Impact of War	1580	1700	Christopher Friedrichs	1974
In Search of the Oriental Past: The Life and Thought of Naito Konan (1866-1934)	1866	1934	Yue-him Tam	1975
The Search for Japan's National Character and Distinctiveness: Yanagita Kunio (1875-1962) and the Folklore Movement	1875	1962	Ronald Morse	1975
Poverty, Class Consciousness, and Racial Conflict: The Social Basis of Trade Union Politics in the UAW-CIO, 1937-1955	1937	1955	Gilbert Moore	1978
Crown, Lords, and God: The Establishment of Secular Authority and the Pacification of Lower Austria, 1618-1648	1618	1648	Robert Chesler	1979
The Reception of Diophantus' Arithmetic in the Renaissance	0	0	JoAnn Morse	1981
Colin MacLaurin and the Foundations of the Method of Fluxions	0	0	Eric Sageng	1990
Abbess and Cloister: Double Monasteries in the Early Medieval West	0	0	Catherine Peyroux	1991
Forging a Northern Strategy: Civil Rights in Liberal Democratic Politics, 1940-48	1940	1948	Jennifer Delton	1997
Like Strangers: Blacks, Whites, and New York City's Ocean Hill-Brownsville Crisis, 1945-80	1945	1980	Jerald Podair	1997
Africanity in Guyana: A Historical Perspective	0	0	Barbara Egypt	1998
Unruly Men: Indians, Settlers, and the Ethos of Frontier Patriarchy in the Upper Tennessee Watershed, 1763-1815	1763	1815	Nathaniel Sheidley	1999
'The Door of the Seas and the Key to the Universe': Imperial Rivalry and Amerindian Politics in the Isthmus of Darien, 1640-1750	1640	1750	Ignacio Gallup-Diaz	1999
Conditions for Coexistence, Climates for Collapse: The Challenges of Indian Life on Martha's Vineyard, 1524-1871	1524	1871	David Silverman	2000
Reforming Race in Cuba, 1902-40	1902	1940	Alejandra Bronfman	2000
Rituals of Race, Ceremonies of Culture: Kwanzaa and the Making of a Black Nationalist Holiday in the United States	0	0	Keith Mayes	2002
Principles and Problems: Constructions of Theoretical Physics in Germany, 1890-1918	1890	1918	Suman Seth	2003
Mass Media and the Remaking of Soviet Culture, 1950s-60s	1950	1950	Kristin Roth-Ey	2003
The Promise of Wilderness: A History of the American Environmental Movement, 1964-94	1964	1994	James Turner	2004
Preaching and Pastoral Care in Late Antique Gaul: The Eusebius Gallicanus Sermon Collection	0	0	Lisa Bailey	2004
Guerilla Diplomacy: Germany and Unconventional Warfare, 1884-1975	1884	1975	William Mengel	2007
Economy and Society in Atlantic Iberia during Late Antiquity, 300-600	300	600	Damian Fernandez	2010
Khrushchev's Gulag: The Evolution of Punishment in the Post-Stalin Soviet Union, 1953-64	1953	1964	Jeffrey Hardy	2011
Why Sex Mattered: Science and Visions of Transformation in Modern China	0	0	Howard Chiang	2012
Trading in Liberty: The Politics of the American China Trade, c. 1784-1862	1784	1862	Dael Norwood	2012
China Hands: The United States Military in China, 1901-37	1901	1937	Dennis Noble	1988
'She Is the Man of the Concern': Entrepreneurial Women in the Ohio Valley, 1790-1860	1790	1860	Anita Ashendel	1997
Neither Master nor Laborer: The Identity of the Unincorporated Worker in Early Modern Lyon	0	0	Dean Ferguson	1997
The Etiquette of Social Violence: Hunting in France, 1450-1750	1450	1750	Michael Aradas	2001
Un-Patriotic Knowledge: Teaching and Learning Foreign Civilization in France and in the U.S., 1910-39	1910	1939	Dorothee Bouquet	2012
Le Parti libéral du Québec et les origines de la Révolution tranquille le cas de la Fédération libérale du Québec, 1950-1960	1950	1960	Michel Lévesque	1997
The Influence of French and English Socialism on the Early Thought of Friedrich Engels and Karl Marx, 1835-1847	1835	1847	E. David Gregory	1978
Inter timorem et sperr: A Study of the Theological Thought of Gerard Zerbolt of Zutphen (1367–1398)	1367	1398	Gerrit Gerrits	1979
The Little Birmingham on the St. Lawrence: An Industrial and Labour History of Gananoque, Ontario, 1871-1921	1871	1921	George De Zwaan	1987
Americans and Chinese: A Study of Culture as Power, 1930s and 1940s	1940	1940	Madhu Bhalla	1990
Improper Advances: Sexual Danger and Pleasure in Rural and Northern Ontario, 1880-1929	1880	1929	Karen Dubinsky	1991
(Un)captured Peasantry and Capitalist Development in Malawi: A Study in Hunger and Famine, c. 1830s-1992	1830	1830	Derrick Nault	1995
In Search of Eastern Beauty: Creating National Parks in Atlantic Canada, 1935-1970	1935	1970	Alan MacEachern	1997
Honour, Nation, and Citizenship in a Multicultural Polity: The Foundations of Canada's Federal Honours System	0	0	Christopher  McCreery	2004
A Proletarian Prometheus: Socialism, Ethnicity, and Revolution at the Lakehead, 1900-35	1900	1935	Michel Beaulieu	2008
Making the Scene: Yorkville and Hip Toronto, 1960-70	1960	1970	Stuart Henderson	2008
The Formulation of British Foreign Policy, 1898–1914, with Special Reference to the Conservative Administrations	1898	1914	Zara Steiner	1956
The Development of the Political Ideas of Cavour, 1828–48	1828	1848	Marie McHugh	1958
The Domestic and Foreign Policy of Austria and Her Relations with Germany and Italy, 1932–38	1932	1938	David McElroy	1956
William Gilmore Simms, the Artist as Public Man: A Political Odyssey, 1830-1860	1830	1860	Jon Wakelyn	1966
Johann Schober's Solutions for Austria's Domestic Problems (September 26, 1929-September 25, 1930)	1929	1930	Gloria Biles	1979
Henry William Ravenel, 1814-1887: South Carolina Scientist in the Civil War Era	1814	1887	Tamara Haygood	1983
Twisted Threads: H. Kempner and the cotton spinners litigations, 1919-1956	1919	1956	Barbara Guidry	1984
Erchempert's History of the Lombards of Benevento: A Translation and Study of Its Place in the Chronicle Tradition	0	0	Joan Ferry	1995
The Strange Career of Bilingual Education: A History of the Political and Pedagogical Debate over Language Instruction in American Public Education, 1890-1990	1890	1990	Carlos Blanton	1999
Saving Galveston Island: A History of the Galveston Historical Foundation	0	0	Sally Schmidt	2009
Southern Liberalism and Its Limits: Religion, Race, and Appalachian Reform in the Life of Willis Duke Weatherford, 1875-1970	1875	1970	Andrew Canady	2011
The Development of Historical Studies In American Colleges and Universities, 1865-1915	1865	1915	W. Wayne Dedman	1952
The Historiography of Brooks Adams	0	0	Philip Africa	1954
Nietzsche in American Thought, 1895-1925	1895	1925	Melvin Drimmer	1965
The United States, The League of Nations, and Collective Security, 1931-1934	1931	1934	Gary Ostrower	1970
A Renaissance Patrician: Palla di Nofri, 1372-1462	1372	1462	Lawrence Belle	1972
The Social Composition of Political Leadership: Genesee County, New York, 1821-60	1821	1860	Kathleen Kutolowski	1973
Russian Revolutionary Emigration, Terrorism, and the Political Struggle	0	0	Michael Millard	1973
Race and Class in Colonial Virginia: Indians, Englishmen, and Africans on the Eastern Shore during the 17th Century.	0	0	J. Douglas Deal	1982
The Rochester General Strike of 1946.	1946	1946	David Hardisky	1983
'The Old System is No Success': The Indian Reorganization Act and the Political Economy of 'Self Support' on the Blackfeet Reservation, 1912-54	1912	1954	Paul Rosier	1998
Slaves of State: Urban Slavery, Imperial Defense, and Public Works in Colonial Havana, 1763-1840	1763	1840	Evelyn Jennings	2001
'Revolutionizing the Mind': Social Democratic Associational Culture in Late Imperial Vienna	0	0	Jonathan Koehler	2005
The Disenchantment of American Liberalism: European Social Theory and the Travails of Mass Democracy, 1945-62	1945	1962	Patrick LaPierre	2008
A Modern Necessity: Feminism, Popular Culture, and American Womanhood, 1920-48	1920	1948	Michelle Finn	2012
Billy Graham, American Evangelicalism, and the Cold War Clash of Messianic Visions, 1945-63	1945	1963	Jay Learned	2012
The Development of the Austro-Hungarian Navy, 1879-1914: A Study in the Operation of Dualism	1879	1914	Louis Gebhard	1965
The British Labour Party and International Sanctions, 1918-1935	1918	1935	James Poivan	1968
Embattled Youth: The Independent German Youth Movements in the Twentieth Century	0	0	Joseph Held	1968
The Structural Development of Urban Liberalism in the Democratic Party of the Fourth Congressional District of New Jersey, 1930-1960	1930	1960	Ronald Grele	1971
Peace through Strength: Strategic Air Power and the Mobilization of the United States for the Pursuit of Foreign Policy, 1945-1955	1945	1955	Donald Mrozek	1972
Prophets and Observers: Two Statisticians of the New American Empire	0	0	Martin Haas	1975
Sir Dudley Carleton and English Diplomacy in the United Provinces, 1616-1628	1616	1628	Albert Marshall	1978
Gender and Sanctity in early Byzantine Monasticism: A Study of the Phenomenon of Female Ascetics in Male Monastic Habit with a Translation of the Life of St. Matrona	0	0	Khalifa Bennasser	1984
As the Twig is Bent: American Psychiatry and the Troublesome Child, 1890-1940	1890	1940	Kathleen Jones	1989
