title	start	end	name	year
The Keystone in the Democratic Arch: Pennsylvania Politics, 1800 IS16.	1800	1800	Sanford Higginbotham	1949
The Organization of the American Philosophical Society, 1768–76	1768	1776	Brooke Hindle	1949
Bismarck's Mediterranean Policy, 1870–90	1870	1890	Robert Rhoads	1949
Pennsylvania Politics, 1833–47: The Jackson Era	1833	1847	Charles Snyder	1950
French Reaction to the Central European Alliances, 1871–90	1871	1890	Orval Driggs	1950
The Role of the House of Commons in British Foreign Policy during the 1935-36, 1936-37, and 1937–38 Sessions of Parliament	1937	1938	Marion Kenney	1951
The Republic of Panama in International Cooperation, 1903–50	1903	1950	Lawrence Ealy	1951
Indianism in Peru, 1883–1939	1883	1939	Mary Callaghan	1951
The Monarchical Princi pal in European Diplomacy, 1870–94	1870	1894	Marvin Brown	1951
The Diplomacy of the Austro-Sardinian War of 1859	1859	1859	Arnold Blumberg	1952
American Politics, 1795–1800	1795	1800	Stephen Kurtz	1953
Early Manufacturing in Lancaster County, Pennsylvania, 1710–1840	1710	1840	Carlton Wittlinger	1953
The New York Democracy, 1847–52: Division and Reunion	1847	1852	Walter Ferree	1953
Franco-American Relations in 1917–18: War Aims and Peace Prospects	1917	1918	Dorothy White	1954
Mass Communications: Norristown, Pennsylvania, 1900–50	1900	1950	Robert Toole	1954
Evolution of Mexican Thought in Church-State Relations, 1876–1911	1876	1911	Karl Schmitt	1954
Catholics in England between 1918–45.	1918	1945	Mary Loughran	1954
Ill Feeling in the Era of Good Feeling: Western Pennsylvania Political Battles, 1815–25.	1815	1825	James Kehl	1954
Charles Jenkinson, Lord Hawkesbury, at the Committee for Trade, 1784–92.	1784	1792	Charles Johnston	1954
Scientists and Society in the U. S., 1900–40: Changing Concepts of Social Responsibility.	1900	1940	Charles Heywood	1954
Anglo-American Naval Rela tions, 1927–37.	1927	1937	George Fagan	1954
Rip Van Winkle: Political Evolution in North Carolina, 1815–35	1815	1835	Daniel McFarland	1954
The Era of the Democratic County Leader: Florida Politics, 1877–93	1877	1893	Edward Williamson	1954
The Nonpartisan League in Minnesota, 1916–24	1916	1924	Stanley Wasson	1955
The Slave Trade in French Diplomacy, 1814–65	1814	1865	Martha Putney	1955
The Underwood Presidential Movement of 1924	1924	1924	Lee Allen	1955
The History of Article VII of the Triple Alliance, 1875–1915	1875	1915	Wilhelm Reuning	1956
American Views of India and Indians, 1857–1900	1857	1900	Bernard Stern	1956
Vincent Benetti, French Am bassador to Berlin, 1864–70	1864	1870	Willard Fletcher	1956
Norristown, Pennsylvania, 1900–09	1900	1909	Harry Beek	1956
American Christian Missions to Japan, 1918–41.	1918	1941	James McGovern	1957
A Study of the Occasional Conformity and Schism Acts, Their Effects, and the Agitation for Their Repeal, 1711–19	1711	1719	Henry Hood	1957
The Pennsylvania Constitution of 1873	1873	1873	Mahlon Hellerich	1957
Eastern Lutheranism in American Society and American Christianity, 1870–1914: Darwinism—Biblical Criticism—The Social Gospel	1870	1914	Reginald Deitz	1958
Disarmament in European Diplomacy, 1816–70	1816	1870	Merrill Berthrong	1958
The Treaty of Frankfort: A Study in Diplomatic History, September, 1870 September, 1873.	1873	1873	Robert Giesberg	1958
Railroads in the Armistic of 1918	1918	1918	Edwin Greninger	1958
Technological Change and Its Effects in Norristown, Pennsylvania, 1900–56	1900	1956	Harold Sharlin	1958
Land Policy and Specula tion in Pennsylvania, 1779–1800.	1779	1800	Norman Wilkinson	1958
Jean Jules Jusserand and the First Moroccan Crisis, 1903–06	1903	1906	Evelyn Wiley	1959
The New York Men's Clothing Trade, 1800–61	1800	1861	Egal Feldman	1959
Philadelphia-Spanish New Orleans Trade, 1789–1803	1789	1803	Carmelo Arena	1959
The Negotiations for a Triple Alliance of France, Austria, and Italy, 1869-70	1869	1870	Douglas Houston	1959
The Mission of the Duke of Montebello in St. Petersburg, 1859–61	1859	1861	John Jensen	1959
The Acquisition, Dispersal, and Influences of the James Watson Fortune, 1783–1839	1783	1839	Glenn Thompson	1959
The Policy of Lord Salisbury toward France, 1886–92	1886	1892	Richmond Williams	1959
The Bengal Indigo Disturbances, 1859–62: A Study in the Origins of Political Activity in Modern Bengal	1859	1862	Blair Kling	1960
The Humanitarians and the United States Navy, 1798–1862	1798	1862	Harold Langley	1960
The Moroccan Policy of Bethmann-Hollweg, 1909–12	1909	1912	Joanne Mortimer	1960
Philadelphia's Maritime Commerce with the British Empire, 1783–89	1783	1789	Rezin Duvall	1960
Sir James Hudson and the Unification of Italy, 1858-1861	1858	1861	William Shelton	1961
Enlightenment Church History in the United States, 1800-1850	1800	1850	Robert Clemmer	1961
The Parlement of Paris during the Regency, 1715-1723	1715	1723	James Hardy	1961
The Quest for Empire Unity: The Imperial Federationists and Their Cause, 1869-1893	1869	1893	Robert Shields	1961
The Irish Free Trade Crisis, 1777-1780: A Study of the Political Awakening of the Middle Classes	1777	1780	Maurice O'Connell	1962
Opposition to the War in France, 1914-1918	1914	1918	Robert Markoff	1962
The Formative Period of 140 American Manufacturing Companies, 1789-1929	1789	1929	Thomas Brewer	1962
Italy's Loyalty to the Triple Alliance, 1900-1902	1900	1902	Ralph Shay	1962
Ricardo Rujas and the Emergence of Argentine Nationalism (1903-1933)	1903	1933	Earl Glauert	1962
Gifford Pinchot, 1922-1927	1922	1927	William Hingston	1962
The Life of William Franklin, 1730(1)-1813: 'Pro Rege et Patria'	1730	1730	William Mariboe	1962
The Efforts of the National Association for the Advancement of Colored People to Secure Passage of a Federal Anti-Lynching Law, 1920-1940	1920	1940	Robert Zangrando	1963
Lord Cowley's Mission to Paris, 1852-1856	1852	1856	Raymond Lorantas	1963
Russian Grain and Mediterranean Markets, 1774-1861	1774	1861	Patricia Ann Herlihy	1963
The Attitude of Slavic Communities to the Unionization of the Anthracite Industry before 1903	1903	1903	Victor Greene	1963
Billow's Moroccan Policy, 1902-1905	1902	1905	Bernard Dehmelt	1963
The French Parliament and the Italian-Roman Questions, 1859-1865	1859	1865	Mary Howard	1963
San Antonio: The History of a Military City, 1865-1880	1865	1880	William Fleming	1963
The Development and Use of the Heroic Image of Jose de San Martin, 1840-1900	1840	1900	James Levy	1964
The Emergence of Public Relations in Business, 1900-1929	1900	1929	Alan Raucher	1964
The Political Partnership of Benjamin Franklin and Joseph Galloway, 1755-1775	1755	1775	Benjamin Newcomb	1964
The Role of Lord Lansdowne in the Diplomatic Negotiations Connected with the Anglo-French Agreement of 8 April 1904	1904	1904	Lyle McGeoch	1964
The Powers and the French Occupation of Rome, 1859-1865	1859	1865	Ivan Scott	1964
Quantitative Analysis of the Growth and Diffusion of Steam Power in Manufacturing in the United States, 1838-1919	1838	1919	Allen Fenichel	1964
Nationalism and Organized Labor in Argentina: 1890-1955	1890	1955	Samuel Baily	1964
France and the Fall of the Kingdom of the Two Sicilies, 1860	1860	1860	Raymond Cummings	1964
The Mission of Albert Billot in Rome, 1890-1898, and the Franco-Italian Rapprochement	1890	1898	Harold Emery	1964
Europe and the Sardinian Annexations of the Duchies, Tuscany, and the Romagna, 1859-1860	1859	1860	Marion Miller	1965
The Transformation of the British Liberal Party: Defeat and Revival, 1873-1876	1873	1876	John Rossi	1965
American Catholic Opinions of Mexican Anticlericalism, 1910-1936	1910	1936	Robert Quigley	1965
Irish-Americans and Anglo-American Relations, 1880-1888	1880	1888	Joseph O'Grady	1965
British and French Diplomacy and the Sardinian War, 1848-1849	1848	1849	Kenneth Martin	1965
The New Abolitionism: The Quest for Social Purity, 1876-1900	1876	1900	David Pivar	1965
The United States and Italy, April 1917-April 1919, with Special Reference to the Creation of the Yugoslav State	1917	1919	Dragoljub Zivojinovic	1966
The Diplomacy of Alexandre Ribot, 1890-1893	1890	1893	Martin Schmidt	1966
The British Conservative Unionist Party, Tariff Reform, and the Election of 1906: An Interpretation	1906	1906	Frederick Brown	1967
Anglican Resistance to an American Episcopate, 1761-1789	1761	1789	Frederick Mills	1967
Japanese Expansion in th South Pacific, 1890-1935	1890	1935	David Purcell	1967
The Ecole Normale Superieure in the Third Republic: A Study of the Classes of 1890-1904	1890	1904	Robert Smith	1967
Henri Mercier in Washington, 1860-1863	1860	1863	Daniel Carroll	1968
Militarism and Nationalism in Chile, 1920-1932	1920	1932	George Strawbridge	1968
The Special Commission and the Danubian Elections of 1857	1857	1857	Jon Updike	1968
The Social Origins and Function of the Political Temperance Movement in the Reconstruction of American Society, 1825-1917	1825	1917	John Rumbarger	1968
Toward the Threshok John Foster Dulles, 1888-1939	1888	1939	Ronald Pruessen	1968
The Quest for a Republican Foreign Policy, 1941-1951	1941	1951	Walter Poole	1968
The Mennonite Church in India, 1897-1962	1897	1962	John Lapp	1968
Diplomacy of the Sino-French War, 1883-1885	1883	1885	Pei-chih. Hsieh	1968
The German Revolution, 1918-1919	1918	1919	Henry Friedlander	1968
Napoleon III and His Ideas of Italian Confederacy, 1856-1860	1856	1860	Michael McDonald	1968
The Philadelphia Corporation, 1701-1776	1701	1776	Judith Diamondstone	1969
Anti-Gallows Activity in New York State, 1776-1861	1776	1861	Philip Mackey	1969
American Church Attitudes toward Social Catastrophe: The Panic of 1873 as a Case Study	1873	1873	Charles Cashdollar	1969
The Vorontsov Family Russian Nobility in a Century of Change, 1725-1825	1725	1825	Lester Humphreys	1969
Race and Class Consciousness of Philadelphia Negroes with Special Emphasis on the Years between 1927 and 1940	1927	1940	H. Viscount Nelson	1969
The British View of India 1750 to 1785	1750	1785	Frank Van Aalst	1970
The Unfettered Conscience: A Study of Sectarianism, Spiritualism, and Social Reform in the New Jerusalem Church, 1840-1870	1840	1870	Scott Swank	1970
The 'Austro-Marxists' Karl Renner, Otto Bauer, Max Adler, and Friedrich Adler and 'AustroMarxism' in Austria, 1890 to 1918: A Study of the Politics of Metaphor	1890	1918	Mark Blum	1970
The Administration o the Poor Laws in Shropshire, 1820-1855. 	1820	1855	Vincent Walsh	1970
The English East India Company and Trade on the West Coast of Sumatra, 1730-1760	1730	1760	Robert Young	1970
Lord Clarendon's Pre-Crimean War Diplomacy, 1853-1854	1853	1854	John Longaker	1970
The Significance of Political Caricature during the Reign of Louis-Philippe, 1830-1835	1830	1835	Evelyn Gordon	1970
American Arms-Making Machine Tool Development, 1798-1855	1798	1855	Gene Cesari	1970
Ethnic Conflict in New York City, 1929-1941	1929	1941	Ronald Bayor	1970
The Christian Community and Change in North India: A History of the Punjab and North India Missions of the Presbyterian Church in the USA, 1834-1914	1834	1914	John Webster	1971
Muslim but Filipino: The Integration of Philippine Muslims, 1917-1946	1917	1946	Ralph Thomas	1971
The Polish Communities of Philadelphia, 1870-1920: Immigrant Distribution and Adaptation in Urban America	1870	1920	Carol Golab	1971
The Early Stages of the Austro-German Rapprochement, 1870-1875	1870	1875	Nicholas Bagdasarian	1971
Count Walewski's Foreign Ministry, 1855-1860	1855	1860	James Bloomfield	1971
The Relationship between the Imperial German Armed Forces and the Aircraft Industry, 1909-1914	1909	1914	John Morrow	1971
Revanche and Revision: Paul Deroulede and the Ligue des Patriotes, 1897-1900	1897	1900	Peter Rutkoff	1971
New Light on the Good Neighbor Policy: The United States and Argentina, 1933-1939	1933	1939	William Cooper	1972
Philadelphia Newspapers: Years of Revolution and Transition, 1764-1794	1764	1794	William Steirer	1972
A Methodological Study of the South Carolina Political Elite of the 1830's	1830	1830	Diane Norton	1972
Media Power and Social Control: The Motion Picture in America, 1894-1936	1894	1936	Garth Jowett	1972
The Positive Image: The Federal Government's Use of Motion Pictures 1901-1940	1901	1940	Frederick Jackes	1972
The Census Bureau and the Cities: National Development of Urban Government in the Industrial Age: 1870-1930	1870	1930	Kenneth Fox	1972
The Nationalities Question in Russia in 1905-1907: A Study in the Origin of Modern Nationalism, with Special Reference to the Ukrainians	1905	1907	Michael Voskobiynyk	1972
Wilhelm Groener and the SPD, January 1928 to May 1932	1928	1932	Edward Reed	1972
A Social Analysis of Maryland Community Elites, 1827-1836: A Study of the Distribution of Power in Baltimore City, Frederick County, and Talbot County	1827	1836	Whitman Ridgway	1973
Christian Missions, Theosophy and Trade: A History of American Relations with Ceylon, 1815-1915	1815	1915	Reginald Rajapakse	1973
The Diplomatic Recognition of the Kingdom of Italy, 1861-1866	1861	1866	William Hommon	1973
Adolphe Thiers and the Revolutions of 1830, 1848, and 1870	1870	1870	John Knapp	1973
Prokesch Von Osten and Austria's Balkan Policy, 1860-1872	1860	1872	Lawrence Beaber	1973
Rhenish-Westphalian Heavy Industrialists and the Formulation of Railway Policy in Germany, 1871-1883: A Study in Interest Group Politics and the Institutionalization of Interest Group Influence	1871	1883	Bruce Ritz	1973
Elizabeth Blackwell, MD (1821-1910): A Biography	1821	1910	Nancy Sahli	1974
The Role of American Journalists in Chinese-American Relations, 1900-1925	1900	1925	Mordechai Rozanski	1974
Across The Khyber Pass: British Policy toward Afghanistan, 1852-57	1852	1857	Royce Walters	1974
The 1878 War Indemnity: A Neglected Problem in Russo-Turkish Relations	1878	1878	Michael Milgrim	1974
The United States and the Cuban Revolution of 1933: The Role of United States Hegemony in the Cuban Political Economy, 1880-1934	1880	1934	Jules Benjamin	1974
In Defense of Freedom: America's First Foreign War: A New Look at US-Barbary Relations, 1776-1816	1776	1816	Syed Abedin	1974
The French Annexation of Savoy and Nice in 1860 and European Diplomacy	1860	1860	Mark Sholofsky	1974
The British Periodical Press and Political Opinion, 1860-1880	1860	1880	George Spann	1974
'The One Thing Needful': The Slavery Debate in Georgia, 1732-1750	1732	1750	Betty Wood	1975
Idealism and Social Theory: A Comparative Study of British and American Adaptations of Hegel, 1860-1914	1860	1914	David Watson	1975
The Socio-Political Background of the 1921 and 1939 Omoto Suppressions in Japan	1921	1939	Thomas Nadolski	1975
The Abolition of Ukrainian Autonomy (1763-1786): A Case Study in the Integration of a Non- Russian Area into the Empire	1763	1786	Zenon Kohut	1975
Politics and Unemployment Relief, Pennsylvania, 1931-1939	1931	1939	James Henwood	1975
Italian Education from 1859 to 1923: A Study in Educational Expectations and Performance	1859	1923	Elmiro Argento	1975
Railroads and Aspects of Social Change in Senegal, 1878-1933	1878	1933	Paul Pheffer	1975
American Evangelical Missionaries in France, 1945-1970	1945	1970	Allen Koop	1975
Manchester's Politics, 1885-1906	1885	1906	Geoffrey Law	1975
